sku_nbr,sku_name,sub_class,status,n_months,best_model_type,best_avg_mape,best_fold_mapes,n_successful_folds,best_params,n_candidate_models
189111,11/2_DWV_MALE_ADAPTER_HXMPT,026-001-031-DWV FITTINGS,forecasted,38,SARIMA,8.686170641131604,"[np.float64(14.83363898549864), np.float64(2.670017851098805), np.float64(2.8464611194017895), np.float64(14.39456460852718)]",4,"{'order': (0, 1, 0), 'seasonal_order': (0, 1, 0, 12)}",26
189162,11/2_DWV_FEMALE_ADAPTER_HXFPT,026-001-031-DWV FITTINGS,forecasted,38,prophet,17.87072186998486,"[np.float64(12.679921449771314), np.float64(50.57750614148443), np.float64(5.670228848023164), np.float64(2.5552310406605288)]",4,"{'changepoint_prior_scale': 0.1, 'seasonality_prior_scale': 1.0, 'seasonality_mode': 'multiplicative'}",26
189170,2_DWV_FEMALE_ADAPTER_HXFPT,026-001-031-DWV FITTINGS,forecasted,38,SARIMA,5.610235814223104,"[np.float64(8.700261923769377), np.float64(4.2477020950638735), np.float64(1.828682387882063), np.float64(7.664296850177105)]",4,"{'order': (0, 1, 1), 'seasonal_order': (0, 1, 0, 12)}",26
189251,11/2_DWV_CLEANOUT_PLUG_MPT,026-001-031-DWV FITTINGS,forecasted,38,SARIMA,15.31054795567487,"[np.float64(32.779773161379524), np.float64(2.737056944874068), np.float64(9.916259049765937), np.float64(15.809102666679944)]",4,"{'order': (0, 1, 1), 'seasonal_order': (0, 1, 0, 12)}",26
189278,2_DWV_CLEANOUT_PLUG_MPT,026-001-031-DWV FITTINGS,forecasted,38,prophet,4.818755876700823,"[np.float64(6.877802912012378), np.float64(1.6394318090469036), np.float64(2.8569788000521776), np.float64(7.900809985691833)]",4,"{'changepoint_prior_scale': 0.01, 'seasonality_prior_scale': 1.0, 'seasonality_mode': 'multiplicative'}",26
189316,11/2_DWV_EL_45DEG_HXH,026-001-031-DWV FITTINGS,forecasted,38,prophet,4.4583220795477985,"[np.float64(7.542465184114894), np.float64(4.682533122634822), np.float64(1.5890872354008083), np.float64(4.019202776040673)]",4,"{'changepoint_prior_scale': 0.1, 'seasonality_prior_scale': 1.0, 'seasonality_mode': 'additive'}",26
189359,3_DWV_EL_45DEG_HXH,026-001-031-DWV FITTINGS,forecasted,38,prophet,1.8313004963680504,"[np.float64(1.9543217638482486), np.float64(1.5715836390748552), np.float64(0.7707109378199726), np.float64(3.0285856447291244)]",4,"{'changepoint_prior_scale': 0.1, 'seasonality_prior_scale': 1.0, 'seasonality_mode': 'additive'}",26
189367,4_DWV_EL_45DEG_HXH,026-001-031-DWV FITTINGS,forecasted,38,prophet,2.3546420555899696,"[np.float64(2.3051017985574176), np.float64(4.486753668636168), np.float64(1.5857417094171045), np.float64(1.0409710457491879)]",4,"{'changepoint_prior_scale': 0.1, 'seasonality_prior_scale': 10.0, 'seasonality_mode': 'multiplicative'}",26
189375,11/2_DWV_EL_45DEG_STREET_HXSPG,026-001-031-DWV FITTINGS,forecasted,38,prophet,4.8281153700518145,"[np.float64(7.0187308638478125), np.float64(2.6638886585146038), np.float64(0.9225249057712015), np.float64(8.707317052073641)]",4,"{'changepoint_prior_scale': 0.01, 'seasonality_prior_scale': 5.0, 'seasonality_mode': 'multiplicative'}",26
189405,2_DWV_EL_45DEG_STREET_HXSPG,026-001-031-DWV FITTINGS,forecasted,38,prophet,2.434473752872564,"[np.float64(2.9059872734048633), np.float64(2.8421340825424286), np.float64(0.9200946762520588), np.float64(3.0696789792909045)]",4,"{'changepoint_prior_scale': 0.1, 'seasonality_prior_scale': 5.0, 'seasonality_mode': 'additive'}",26
189456,11/2_DWV_EL_90DEG_HXH,026-001-031-DWV FITTINGS,forecasted,38,prophet,4.92278209002218,"[np.float64(6.418770327120253), np.float64(2.1379411352600246), np.float64(3.812493277933643), np.float64(7.321923619774795)]",4,"{'changepoint_prior_scale': 0.1, 'seasonality_prior_scale': 1.0, 'seasonality_mode': 'multiplicative'}",26
189472,2_DWV_EL_90DEG_HXH,026-001-031-DWV FITTINGS,forecasted,38,prophet,4.274708375420809,"[np.float64(5.1941821173106355), np.float64(2.81223420516522), np.float64(1.3207952943541061), np.float64(7.771621884853273)]",4,"{'changepoint_prior_scale': 0.01, 'seasonality_prior_scale': 5.0, 'seasonality_mode': 'additive'}",26
189480,3_DWV_EL_90DEG_HXH,026-001-031-DWV FITTINGS,forecasted,38,prophet,4.559526880444551,"[np.float64(5.404596907246694), np.float64(2.812860565547377), np.float64(1.657272577253777), np.float64(8.363377471730356)]",4,"{'changepoint_prior_scale': 0.01, 'seasonality_prior_scale': 10.0, 'seasonality_mode': 'additive'}",26
189499,4_DWV_EL_90DEG_HXH,026-001-031-DWV FITTINGS,forecasted,38,prophet,2.373983727406124,"[np.float64(1.6236401087357535), np.float64(1.8435304993131039), np.float64(0.8157626682685079), np.float64(5.213001633307131)]",4,"{'changepoint_prior_scale': 0.01, 'seasonality_prior_scale': 10.0, 'seasonality_mode': 'additive'}",26
189502,11/2_DWV_EL_90DEG_LONG_SWEEP_HXH,026-001-031-DWV FITTINGS,forecasted,38,SARIMA,6.177022791747502,"[np.float64(4.3530740754096096), np.float64(8.84608615025158), np.float64(2.1125703594127656), np.float64(9.396360581916054)]",4,"{'order': (1, 1, 0), 'seasonal_order': (0, 1, 1, 12)}",26
189510,2_DWV_EL_90D_LONG_SWEEP_HXH,026-001-031-DWV FITTINGS,forecasted,38,prophet,5.184960753814748,"[np.float64(4.69726061469009), np.float64(1.1653172732529147), np.float64(4.6352594199008115), np.float64(10.242005707415174)]",4,"{'changepoint_prior_scale': 0.1, 'seasonality_prior_scale': 10.0, 'seasonality_mode': 'additive'}",26
189529,3_DWV_EL_90DEG_LONG_SWEEP_HXH,026-001-031-DWV FITTINGS,forecasted,38,prophet,4.002399014561643,"[np.float64(7.3992358970359735), np.float64(1.6538407248655134), np.float64(4.290197515845037), np.float64(2.6663219205000495)]",4,"{'changepoint_prior_scale': 0.01, 'seasonality_prior_scale': 5.0, 'seasonality_mode': 'additive'}",26
189545,11/2_DWV_WYE_HXHXH,026-001-031-DWV FITTINGS,forecasted,38,prophet,4.716281181344153,"[np.float64(7.231382605543021), np.float64(2.400471392491697), np.float64(3.977390468109606), np.float64(5.25588025923229)]",4,"{'changepoint_prior_scale': 0.01, 'seasonality_prior_scale': 1.0, 'seasonality_mode': 'multiplicative'}",26
189561,3_DWV_WYE_HXHXH,026-001-031-DWV FITTINGS,forecasted,38,prophet,2.927945789338742,"[np.float64(5.684488799760867), np.float64(1.4419458889907038), np.float64(2.4002428606532167), np.float64(2.185105607950182)]",4,"{'changepoint_prior_scale': 0.1, 'seasonality_prior_scale': 1.0, 'seasonality_mode': 'multiplicative'}",26
189596,4_DWV_WYE_HXHXH,026-001-031-DWV FITTINGS,forecasted,38,prophet,3.9330146079824733,"[np.float64(3.2348003268262158), np.float64(4.138646028465214), np.float64(3.404478395604718), np.float64(4.954133681033745)]",4,"{'changepoint_prior_scale': 0.01, 'seasonality_prior_scale': 5.0, 'seasonality_mode': 'multiplicative'}",26
189685,2_DWV_SANI_TEE_HXHXH,026-001-031-DWV FITTINGS,forecasted,38,prophet,4.9489863512218815,"[np.float64(8.729050616001878), np.float64(2.612010788603386), np.float64(0.4051020035689272), np.float64(8.049781996713335)]",4,"{'changepoint_prior_scale': 0.1, 'seasonality_prior_scale': 10.0, 'seasonality_mode': 'multiplicative'}",26
189855,11/2_DWV_TRAP_ADAPTER_HXSJ,026-001-031-DWV FITTINGS,forecasted,38,prophet,10.113840488271828,"[np.float64(22.392397117600396), np.float64(3.8899738674530226), np.float64(1.610957971528083), np.float64(12.562032996505812)]",4,"{'changepoint_prior_scale': 0.1, 'seasonality_prior_scale': 10.0, 'seasonality_mode': 'multiplicative'}",26
206041,1/2X2_FLOWGUARD_GOLD_CPVC,026-001-012-CPVC PIPE,forecasted,38,SARIMA,5.414422820475079,"[np.float64(6.756525932658468), np.float64(4.885127343511175), np.float64(3.783623923858463), np.float64(6.23241408187221)]",4,"{'order': (0, 1, 1), 'seasonal_order': (0, 1, 1, 12)}",26
206153,3/4X2_FLOWGUARD_GOLD_CPVC,026-001-012-CPVC PIPE,forecasted,38,prophet,4.098008331378886,"[np.float64(7.162635840750463), np.float64(2.236959258964867), np.float64(1.7278462253151279), np.float64(5.264592000485085)]",4,"{'changepoint_prior_scale': 0.1, 'seasonality_prior_scale': 1.0, 'seasonality_mode': 'multiplicative'}",26
211109,1/2_PVC_COUPLING_FPTXFPT,026-001-003-PVC FITTINGS,forecasted,38,prophet,17.83134492476559,"[np.float64(27.016783140926236), np.float64(15.06044749521138), np.float64(16.432207467687824), np.float64(12.815941595236927)]",4,"{'changepoint_prior_scale': 0.01, 'seasonality_prior_scale': 1.0, 'seasonality_mode': 'multiplicative'}",26
232475,1/2_CPVC_FEMALE_ADAPTER_SXFPT,026-001-013-CPVC FITTINGS,forecasted,38,prophet,11.617772411219594,"[np.float64(13.048667028312572), np.float64(21.874733800259705), np.float64(4.133424388608184), np.float64(7.4142644276979155)]",4,"{'changepoint_prior_scale': 0.1, 'seasonality_prior_scale': 10.0, 'seasonality_mode': 'additive'}",26
232483,3/4_CPVC_FEMALE_ADAPTER_SXFPT,026-001-013-CPVC FITTINGS,forecasted,38,prophet,9.29035087307607,"[np.float64(17.60853815336559), np.float64(3.934091524710696), np.float64(10.43447476537661), np.float64(5.184299048851386)]",4,"{'changepoint_prior_scale': 0.01, 'seasonality_prior_scale': 1.0, 'seasonality_mode': 'multiplicative'}",26
232505,3/4_PVC_CROSS_SXSXSXS,026-001-003-PVC FITTINGS,forecasted,38,prophet,7.642860484572884,"[np.float64(5.904419994271615), np.float64(6.236317115419529), np.float64(5.310565172257521), np.float64(13.12013965634287)]",4,"{'changepoint_prior_scale': 0.05, 'seasonality_prior_scale': 5.0, 'seasonality_mode': 'multiplicative'}",26
232513,2X11/2_ABS_REDUCER/INCREASER_HXH,026-001-005-ABS FITTINGS,forecasted,38,prophet,4.132513309896292,"[np.float64(4.788306301151798), np.float64(0.6915834718924498), np.float64(1.7153522327127535), np.float64(9.334811233828166)]",4,"{'changepoint_prior_scale': 0.05, 'seasonality_prior_scale': 1.0, 'seasonality_mode': 'additive'}",26
232521,3X2_ABS_REDUCER/INCREASER_HXH,026-001-005-ABS FITTINGS,forecasted,38,SARIMA,6.020231625113009,"[np.float64(6.575356790307311), np.float64(6.004148286835384), np.float64(6.52080609010524), np.float64(4.980615333204103)]",4,"{'order': (0, 1, 1), 'seasonal_order': (0, 1, 1, 12)}",26
232556,11/2_ABS_PTRAP_SOLVENT_WELD_HXH,026-001-005-ABS FITTINGS,forecasted,38,prophet,3.6971095124522693,"[np.float64(5.684982986896184), np.float64(1.2372356758109118), np.float64(1.6319519866735899), np.float64(6.234267400428392)]",4,"{'changepoint_prior_scale': 0.05, 'seasonality_prior_scale': 10.0, 'seasonality_mode': 'multiplicative'}",26
232564,2_ABS_PTRAP_SOLVENT_WELD_HXH,026-001-005-ABS FITTINGS,forecasted,38,prophet,5.831343601473325,"[np.float64(12.952535273119361), np.float64(3.592679317484863), np.float64(5.622503449209082), np.float64(1.1576563660799892)]",4,"{'changepoint_prior_scale': 0.1, 'seasonality_prior_scale': 10.0, 'seasonality_mode': 'additive'}",26
232602,3_ABS_EL_90DEG_STREET_HXSPG,026-001-005-ABS FITTINGS,forecasted,38,prophet,2.097150322290237,"[np.float64(3.5130538987806714), np.float64(2.8729625081348225), np.float64(0.9821849116159407), np.float64(1.0203999706295126)]",4,"{'changepoint_prior_scale': 0.05, 'seasonality_prior_scale': 10.0, 'seasonality_mode': 'additive'}",26
232726,2_PVC_TEE_SXSXS,026-001-003-PVC FITTINGS,forecasted,38,prophet,5.474677596672343,"[np.float64(2.702654976764847), np.float64(10.335082260358385), np.float64(3.1310985448204036), np.float64(5.7298746047457385)]",4,"{'changepoint_prior_scale': 0.05, 'seasonality_prior_scale': 5.0, 'seasonality_mode': 'multiplicative'}",26
232734,2_PVC_EL_90D_SXS,026-001-003-PVC FITTINGS,forecasted,38,prophet,5.69097126660211,"[np.float64(8.853455118811844), np.float64(5.715162404711624), np.float64(6.841539676842477), np.float64(1.353727866042497)]",4,"{'changepoint_prior_scale': 0.01, 'seasonality_prior_scale': 10.0, 'seasonality_mode': 'multiplicative'}",26
232742,2_PVC_EL_45D_SXS,026-001-003-PVC FITTINGS,forecasted,38,prophet,5.5160642134897095,"[np.float64(7.186921025483933), np.float64(5.309603627776664), np.float64(2.6605364286574766), np.float64(6.907195772040765)]",4,"{'changepoint_prior_scale': 0.1, 'seasonality_prior_scale': 10.0, 'seasonality_mode': 'multiplicative'}",26
232750,2_PVC_COUPLING_SXS,026-001-003-PVC FITTINGS,forecasted,38,SARIMA,7.27740353093332,"[np.float64(8.219027734363141), np.float64(2.561303400832905), np.float64(1.5955083536862498), np.float64(16.733774634850985)]",4,"{'order': (1, 1, 0), 'seasonal_order': (0, 1, 0, 12)}",26
232769,2X11/2_PVC_BUSHING_SPGXS,026-001-003-PVC FITTINGS,forecasted,38,SARIMA,5.700377666590632,"[np.float64(10.7689155216904), np.float64(3.0050203221844987), np.float64(3.890681060298747), np.float64(5.136893762188884)]",4,"{'order': (0, 1, 1), 'seasonal_order': (0, 1, 1, 12)}",26
232777,2_PVC_CAP_SLIP,026-001-003-PVC FITTINGS,forecasted,38,SARIMA,5.237884462249022,"[np.float64(6.1820966934256285), np.float64(1.7942813708178906), np.float64(1.9454438700368222), np.float64(11.029715914715748)]",4,"{'order': (1, 1, 0), 'seasonal_order': (0, 1, 1, 12)}",26
279902,11/2X2_PVC_MALE_ADAPTER_MPTXS,026-001-003-PVC FITTINGS,forecasted,38,SARIMA,6.184715157587457,"[np.float64(7.556837629813747), np.float64(6.511815605217578), np.float64(3.7535672952699746), np.float64(6.916640100048527)]",4,"{'order': (0, 1, 0), 'seasonal_order': (0, 1, 1, 12)}",26
289477,3_ABS_EL_221/2DEG_HXH,026-001-005-ABS FITTINGS,forecasted,38,prophet,13.40706496305706,"[np.float64(22.308836418872687), np.float64(2.8907870259748125), np.float64(13.305532289560384), np.float64(15.123104117820358)]",4,"{'changepoint_prior_scale': 0.01, 'seasonality_prior_scale': 1.0, 'seasonality_mode': 'additive'}",26
293989,11/4_PVC_COUPLING_SXS,026-001-003-PVC FITTINGS,forecasted,38,prophet,5.445685743354323,"[np.float64(11.156663966394335), np.float64(1.9966395563903148), np.float64(2.995976956729377), np.float64(5.633462493903265)]",4,"{'changepoint_prior_scale': 0.01, 'seasonality_prior_scale': 1.0, 'seasonality_mode': 'multiplicative'}",26
293997,11/2_PVC_COUPLING_SXS,026-001-003-PVC FITTINGS,forecasted,38,prophet,6.201044831316046,"[np.float64(11.436700580811793), np.float64(4.8836837717517065), np.float64(3.7546099982964507), np.float64(4.72918497440423)]",4,"{'changepoint_prior_scale': 0.01, 'seasonality_prior_scale': 1.0, 'seasonality_mode': 'multiplicative'}",26
294004,11/4_PVC_FEMALE_ADAPTER_SXFPT,026-001-003-PVC FITTINGS,forecasted,38,prophet,4.342709344877575,"[np.float64(5.204582333038027), np.float64(1.8222810399184992), np.float64(1.7854050432248167), np.float64(8.558568963328957)]",4,"{'changepoint_prior_scale': 0.01, 'seasonality_prior_scale': 1.0, 'seasonality_mode': 'additive'}",26
294012,11/2_PVC_FEMALE_ADAPTER_SXFPT,026-001-003-PVC FITTINGS,forecasted,38,SARIMA,5.361977368564682,"[np.float64(7.419222712157193), np.float64(1.965563058966407), np.float64(1.602733546003586), np.float64(10.460390157131542)]",4,"{'order': (0, 1, 1), 'seasonal_order': (0, 1, 0, 12)}",26
294020,1/2X3/4_PVC_MALE_ADAPTER_SXMPT,026-001-003-PVC FITTINGS,forecasted,38,SARIMA,10.820476884169935,"[np.float64(13.94746224647192), np.float64(16.094474749304606), np.float64(5.140112570790233), np.float64(8.099857970112978)]",4,"{'order': (0, 1, 1), 'seasonal_order': (0, 1, 1, 12)}",26
294039,11/4_PVC_MALE_ADAPTER_SXMPT,026-001-003-PVC FITTINGS,forecasted,38,prophet,4.185120708746744,"[np.float64(7.387563316089954), np.float64(2.617651370278251), np.float64(3.6899201080053143), np.float64(3.0453480406134585)]",4,"{'changepoint_prior_scale': 0.01, 'seasonality_prior_scale': 1.0, 'seasonality_mode': 'additive'}",26
294047,11/2_PVC_MALE_ADAPTER_SXMPT,026-001-003-PVC FITTINGS,forecasted,38,prophet,6.854102905524523,"[np.float64(7.598495260812016), np.float64(1.1241627402399554), np.float64(4.935798545670251), np.float64(13.757955075375868)]",4,"{'changepoint_prior_scale': 0.01, 'seasonality_prior_scale': 5.0, 'seasonality_mode': 'additive'}",26
294055,11/2X11/4_PVC_MALE_ADAPTER_MPTXS,026-001-003-PVC FITTINGS,forecasted,38,SARIMA,7.110481658286634,"[np.float64(14.469987694577807), np.float64(0.7987561180400631), np.float64(6.08911858820819), np.float64(7.084064232320476)]",4,"{'order': (0, 1, 1), 'seasonal_order': (0, 1, 0, 12)}",26
294063,11/4_PVC_EL_45D_SXS,026-001-003-PVC FITTINGS,forecasted,38,SARIMA,3.2125532824745155,"[np.float64(3.669852681320084), np.float64(1.755250138592748), np.float64(1.7881344368184602), np.float64(5.636975873166771)]",4,"{'order': (0, 1, 0), 'seasonal_order': (0, 1, 1, 12)}",26
294071,11/2_PVC_EL_45D_SXS,026-001-003-PVC FITTINGS,forecasted,38,prophet,5.673283110782725,"[np.float64(6.241863077617229), np.float64(3.3549592035941442), np.float64(3.1209620288976105), np.float64(9.975348133021917)]",4,"{'changepoint_prior_scale': 0.01, 'seasonality_prior_scale': 5.0, 'seasonality_mode': 'multiplicative'}",26
294098,11/4_PVC_EL_90D_SXS,026-001-003-PVC FITTINGS,forecasted,38,SARIMA,4.06502045411027,"[np.float64(5.278359249307563), np.float64(1.359569952346009), np.float64(2.6378306676300647), np.float64(6.9843219471574445)]",4,"{'order': (0, 1, 1), 'seasonal_order': (0, 1, 1, 12)}",26
294101,11/2_PVC_EL_90D_SXS,026-001-003-PVC FITTINGS,forecasted,38,prophet,4.781720289362512,"[np.float64(8.026590915316522), np.float64(3.8244255457206395), np.float64(2.5173895543598777), np.float64(4.758475142053008)]",4,"{'changepoint_prior_scale': 0.01, 'seasonality_prior_scale': 1.0, 'seasonality_mode': 'multiplicative'}",26
294128,1/2_PVC_EL_90D_SXFPT,026-001-003-PVC FITTINGS,forecasted,38,prophet,11.714112799351135,"[np.float64(25.6030611653213), np.float64(9.636609208540236), np.float64(4.312802983987392), np.float64(7.3039778395556105)]",4,"{'changepoint_prior_scale': 0.01, 'seasonality_prior_scale': 1.0, 'seasonality_mode': 'multiplicative'}",26
294144,11/4_PVC_TEE_SXSXS,026-001-003-PVC FITTINGS,forecasted,38,SARIMA,5.37461193500876,"[np.float64(4.629985305653833), np.float64(3.9977223079095037), np.float64(7.506273016978316), np.float64(5.364467109493385)]",4,"{'order': (0, 1, 1), 'seasonal_order': (0, 1, 1, 12)}",26
294160,11/2_PVC_TEE_SXSXS,026-001-003-PVC FITTINGS,forecasted,38,prophet,4.271082003000597,"[np.float64(5.880531410127343), np.float64(3.1934461902155897), np.float64(3.6163901864755257), np.float64(4.393960225183928)]",4,"{'changepoint_prior_scale': 0.01, 'seasonality_prior_scale': 5.0, 'seasonality_mode': 'additive'}",26
294187,1/2_PVC_TEE_SXSXFPT,026-001-003-PVC FITTINGS,forecasted,38,prophet,7.658048975788608,"[np.float64(8.591011490031043), np.float64(6.300679750345426), np.float64(6.363368612359715), np.float64(9.37713605041825)]",4,"{'changepoint_prior_scale': 0.05, 'seasonality_prior_scale': 1.0, 'seasonality_mode': 'additive'}",26
294209,11/4_PVC_CAP_SLIP,026-001-003-PVC FITTINGS,forecasted,38,SARIMA,6.827045305466557,"[np.float64(7.48684016741404), np.float64(2.067637166869949), np.float64(7.334387290559184), np.float64(10.419316597023053)]",4,"{'order': (0, 1, 1), 'seasonal_order': (0, 1, 0, 12)}",26
294217,11/2_PVC_CAP_SLIP,026-001-003-PVC FITTINGS,forecasted,38,prophet,5.138930957151599,"[np.float64(4.266528467340241), np.float64(2.10159010693386), np.float64(3.8681987826138875), np.float64(10.319406471718406)]",4,"{'changepoint_prior_scale': 0.05, 'seasonality_prior_scale': 5.0, 'seasonality_mode': 'additive'}",26
294225,1/2_PVC_PLUG_MPT,026-001-003-PVC FITTINGS,forecasted,38,prophet,7.069103840221694,"[np.float64(13.242072372849226), np.float64(2.9471038649353947), np.float64(6.551484173270417), np.float64(5.5357549498317375)]",4,"{'changepoint_prior_scale': 0.01, 'seasonality_prior_scale': 1.0, 'seasonality_mode': 'additive'}",26
294233,1/2_PVC_CAP_FPT,026-001-003-PVC FITTINGS,forecasted,38,prophet,13.259625562180988,"[np.float64(31.400483506972176), np.float64(3.774814394895064), np.float64(10.858607612330625), np.float64(7.004596734526087)]",4,"{'changepoint_prior_scale': 0.01, 'seasonality_prior_scale': 1.0, 'seasonality_mode': 'multiplicative'}",26
294241,1X1/2_PVC_BUSHING_SPGXS,026-001-003-PVC FITTINGS,forecasted,38,prophet,5.082732416381558,"[np.float64(8.931925394711593), np.float64(2.854706131798056), np.float64(1.615941728063777), np.float64(6.928356410952806)]",4,"{'changepoint_prior_scale': 0.01, 'seasonality_prior_scale': 10.0, 'seasonality_mode': 'additive'}",26
294276,11/4X1_PVC_BUSHING_SPGXS,026-001-003-PVC FITTINGS,forecasted,38,SARIMA,4.547789331588515,"[np.float64(9.134225283905916), np.float64(2.0823047308591915), np.float64(2.124449559176347), np.float64(4.850177752412602)]",4,"{'order': (0, 1, 1), 'seasonal_order': (0, 1, 0, 12)}",26
294284,11/2X1_PVC_BUSHING_SPGXS,026-001-003-PVC FITTINGS,forecasted,38,SARIMA,5.061752482752569,"[np.float64(7.847770452471549), np.float64(3.6106106924188093), np.float64(3.93250099630185), np.float64(4.856127789818069)]",4,"{'order': (1, 1, 1), 'seasonal_order': (0, 1, 1, 12)}",26
294292,11/2X11/4_PVC_BUSHING_SPGXS,026-001-003-PVC FITTINGS,forecasted,38,SARIMA,5.97026961298721,"[np.float64(5.671415586239126), np.float64(7.609930085078965), np.float64(3.8769970852615896), np.float64(6.722735695369159)]",4,"{'order': (1, 1, 1), 'seasonal_order': (0, 1, 1, 12)}",26
294306,3/4X1/2_PVC_BUSHING_SPGXFPT,026-001-003-PVC FITTINGS,forecasted,38,SARIMA,10.650798227290926,"[np.float64(8.453910686347406), np.float64(18.099897179112798), np.float64(3.2855223557540865), np.float64(12.763862687949413)]",4,"{'order': (0, 1, 1), 'seasonal_order': (0, 1, 0, 12)}",26
294349,1X3/4_PVC_TEE_SXSXFPT,026-001-003-PVC FITTINGS,forecasted,38,prophet,8.02211996631965,"[np.float64(12.13939108586934), np.float64(7.5662384383087815), np.float64(8.463631517695676), np.float64(3.919218823404801)]",4,"{'changepoint_prior_scale': 0.01, 'seasonality_prior_scale': 1.0, 'seasonality_mode': 'additive'}",26
341391,3/4X1/2_CPVC_EL_90_DEG_SXS,026-001-013-CPVC FITTINGS,forecasted,38,SARIMA,11.93794906042811,"[np.float64(11.156405305694932), np.float64(11.55653854586885), np.float64(2.5932625530855415), np.float64(22.44558983706312)]",4,"{'order': (0, 1, 0), 'seasonal_order': (0, 1, 0, 12)}",26
341424,1/2_CPVC_EL_90_DEG_STREET_SXSPG,026-001-013-CPVC FITTINGS,forecasted,38,prophet,6.228376714224153,"[np.float64(4.516958433575166), np.float64(4.556404246422565), np.float64(3.752998250736307), np.float64(12.087145926162572)]",4,"{'changepoint_prior_scale': 0.05, 'seasonality_prior_scale': 1.0, 'seasonality_mode': 'additive'}",26
341438,3/4_CPVC_EL_90_DEG_STREET_SXSPG,026-001-013-CPVC FITTINGS,forecasted,38,prophet,4.837090454616791,"[np.float64(3.195959236068192), np.float64(6.366979179766948), np.float64(4.4276952294471155), np.float64(5.357728173184909)]",4,"{'changepoint_prior_scale': 0.1, 'seasonality_prior_scale': 5.0, 'seasonality_mode': 'multiplicative'}",26
341441,3/4X3/4X1/2_CPVC_TEE_SXSXS,026-001-013-CPVC FITTINGS,forecasted,38,SARIMA,10.27109652441652,"[np.float64(18.998853426663246), np.float64(5.31967791407589), np.float64(0.48892242494886345), np.float64(16.276932331978085)]",4,"{'order': (0, 1, 1), 'seasonal_order': (0, 1, 0, 12)}",26
341469,3/4X1/2X1/2_CPVC_TEE_SXSXS,026-001-013-CPVC FITTINGS,forecasted,38,SARIMA,11.442589639784574,"[np.float64(14.902653447427905), np.float64(6.177454697662899), np.float64(13.227391678635644), np.float64(11.46285873541185)]",4,"{'order': (1, 1, 1), 'seasonal_order': (0, 1, 1, 12)}",26
376903,3X2_ABS_WYE_HXHXH,026-001-005-ABS FITTINGS,forecasted,38,prophet,3.5155229437420985,"[np.float64(5.805230052154461), np.float64(0.9162614809399579), np.float64(3.499220187009626), np.float64(3.841380054864349)]",4,"{'changepoint_prior_scale': 0.01, 'seasonality_prior_scale': 1.0, 'seasonality_mode': 'multiplicative'}",26
376917,2X11/2_ABS_SANI_TEE_HXHXH,026-001-005-ABS FITTINGS,forecasted,38,SARIMA,9.219045919973906,"[np.float64(24.15678933902704), np.float64(3.4049509642931706), np.float64(2.5993848166477216), np.float64(6.715058559927692)]",4,"{'order': (0, 1, 0), 'seasonal_order': (0, 1, 0, 12)}",26
376951,2X11/2X11/2_ABS_SANI_TEE_HXHXH,026-001-005-ABS FITTINGS,forecasted,38,prophet,5.012881098903664,"[np.float64(3.481862034629087), np.float64(5.484293580053745), np.float64(4.268827862305019), np.float64(6.816540918626808)]",4,"{'changepoint_prior_scale': 0.05, 'seasonality_prior_scale': 1.0, 'seasonality_mode': 'additive'}",26
376979,3X2_ABS_LONG_TURN_TEE_WYE_HXHXH,026-001-005-ABS FITTINGS,forecasted,38,SARIMA,6.098323394596099,"[np.float64(6.549058630091019), np.float64(9.744349935308964), np.float64(3.441225930341712), np.float64(4.658659082642702)]",4,"{'order': (0, 1, 1), 'seasonal_order': (0, 1, 0, 12)}",26
377002,2_ABS_EL_221/2DEG_HXH,026-001-005-ABS FITTINGS,forecasted,38,prophet,3.786026625735553,"[np.float64(4.02538986139685), np.float64(2.366428103829713), np.float64(4.652503395008932), np.float64(4.099785142706716)]",4,"{'changepoint_prior_scale': 0.05, 'seasonality_prior_scale': 10.0, 'seasonality_mode': 'additive'}",26
377016,11/2_ABS_EL_221/2DEG_HXH,026-001-005-ABS FITTINGS,forecasted,38,prophet,4.886352302581276,"[np.float64(6.8885796430566595), np.float64(4.9539520396702725), np.float64(3.3263158164660696), np.float64(4.376561711132102)]",4,"{'changepoint_prior_scale': 0.1, 'seasonality_prior_scale': 5.0, 'seasonality_mode': 'additive'}",26
377033,2_ABS_EL_221/2DEG_STREET_HXSPG,026-001-005-ABS FITTINGS,forecasted,38,prophet,4.204423639272941,"[np.float64(7.983489721494282), np.float64(3.4015694091744075), np.float64(3.1024901688937563), np.float64(2.330145257529316)]",4,"{'changepoint_prior_scale': 0.1, 'seasonality_prior_scale': 10.0, 'seasonality_mode': 'additive'}",26
377050,11/2_ABS_EL_221/2DEG_STRT_HXSPG,026-001-005-ABS FITTINGS,forecasted,38,prophet,4.365410649350399,"[np.float64(8.280451316059201), np.float64(5.117335215540229), np.float64(1.869736764302292), np.float64(2.1941193014998754)]",4,"{'changepoint_prior_scale': 0.1, 'seasonality_prior_scale': 10.0, 'seasonality_mode': 'multiplicative'}",26
