region,month,sales_units,sub_class
0008-CENTRAL,2025-11-01,7607.0,DWV FITTINGS
0008-CENTRAL,2025-12-01,11238.0,DWV FITTINGS
0008-CENTRAL,2026-01-01,5570.0,DWV FITTINGS
0008-CENTRAL,2026-02-01,7463.0,DWV FITTINGS
0008-CENTRAL,2026-03-01,995.0,DWV FITTINGS
0008-CENTRAL,2023-01-01,32.0,DWV PIPE
0008-CENTRAL,2023-07-01,19.0,DWV PIPE
0008-CENTRAL,2023-08-01,-1.0,DWV PIPE
0008-CENTRAL,2023-09-01,-1.0,DWV PIPE
0008-CENTRAL,2023-10-01,-5.0,DWV PIPE
0008-CENTRAL,2023-11-01,8.0,DWV PIPE
0008-CENTRAL,2023-12-01,39.0,DWV PIPE
0008-CENTRAL,2024-01-01,19.0,DWV PIPE
0008-CENTRAL,2024-02-01,10.0,DWV PIPE
0008-CENTRAL,2024-03-01,1.0,DWV PIPE
0008-CENTRAL,2024-04-01,126.0,DWV PIPE
0008-CENTRAL,2024-05-01,1.0,DWV PIPE
0008-CENTRAL,2024-06-01,1.0,DWV PIPE
0008-CENTRAL,2024-07-01,90.0,DWV PIPE
0008-CENTRAL,2024-08-01,86.0,DWV PIPE
0008-CENTRAL,2024-09-01,13.0,DWV PIPE
0008-CENTRAL,2024-10-01,211.0,DWV PIPE
0008-CENTRAL,2024-11-01,181.0,DWV PIPE
0008-CENTRAL,2024-12-01,232.0,DWV PIPE
0008-CENTRAL,2025-01-01,262.0,DWV PIPE
0008-CENTRAL,2025-02-01,266.0,DWV PIPE
0008-CENTRAL,2025-03-01,473.0,DWV PIPE
0008-CENTRAL,2025-04-01,162.0,DWV PIPE
0008-CENTRAL,2025-05-01,159.0,DWV PIPE
0008-CENTRAL,2025-06-01,352.0,DWV PIPE
0008-CENTRAL,2025-07-01,283.0,DWV PIPE
0008-CENTRAL,2025-08-01,234.0,DWV PIPE
0008-CENTRAL,2025-09-01,468.0,DWV PIPE
0008-CENTRAL,2025-10-01,147.0,DWV PIPE
0008-CENTRAL,2025-11-01,109.0,DWV PIPE
0008-CENTRAL,2025-12-01,79.0,DWV PIPE
0008-CENTRAL,2026-01-01,201.0,DWV PIPE
0008-CENTRAL,2026-02-01,27.0,DWV PIPE
0008-CENTRAL,2026-03-01,1.0,DWV PIPE
0008-CENTRAL,2025-01-01,114.0,SEWER PIPE
0008-CENTRAL,2025-02-01,114.0,SEWER PIPE
0008-CENTRAL,2025-06-01,2.0,SEWER PIPE
0008-CENTRAL,2025-10-01,5.0,SEWER PIPE
0008-CENTRAL,2023-01-01,14870.0,DWV PRECUTS
0008-CENTRAL,2023-02-01,15884.0,DWV PRECUTS
0008-CENTRAL,2023-03-01,20269.0,DWV PRECUTS
0008-CENTRAL,2023-04-01,17174.0,DWV PRECUTS
0008-CENTRAL,2023-05-01,16054.0,DWV PRECUTS
0008-CENTRAL,2023-06-01,20184.0,DWV PRECUTS
0008-CENTRAL,2023-07-01,15087.0,DWV PRECUTS
0008-CENTRAL,2023-08-01,14682.0,DWV PRECUTS
0008-CENTRAL,2023-09-01,19083.0,DWV PRECUTS
0008-CENTRAL,2023-10-01,14579.0,DWV PRECUTS
0008-CENTRAL,2023-11-01,14999.0,DWV PRECUTS
0008-CENTRAL,2023-12-01,18768.0,DWV PRECUTS
0008-CENTRAL,2024-01-01,15680.0,DWV PRECUTS
0008-CENTRAL,2024-02-01,16170.0,DWV PRECUTS
0008-CENTRAL,2024-03-01,21075.0,DWV PRECUTS
0008-CENTRAL,2024-04-01,18693.0,DWV PRECUTS
0008-CENTRAL,2024-05-01,16948.0,DWV PRECUTS
0008-CENTRAL,2024-06-01,21701.0,DWV PRECUTS
0008-CENTRAL,2024-07-01,15386.0,DWV PRECUTS
0008-CENTRAL,2024-08-01,14436.0,DWV PRECUTS
0008-CENTRAL,2024-09-01,18908.0,DWV PRECUTS
0008-CENTRAL,2024-10-01,16450.0,DWV PRECUTS
0008-CENTRAL,2024-11-01,14950.0,DWV PRECUTS
0008-CENTRAL,2024-12-01,21595.0,DWV PRECUTS
0008-CENTRAL,2025-01-01,14716.0,DWV PRECUTS
0008-CENTRAL,2025-02-01,16984.0,DWV PRECUTS
0008-CENTRAL,2025-03-01,22477.0,DWV PRECUTS
0008-CENTRAL,2025-04-01,18562.0,DWV PRECUTS
0008-CENTRAL,2025-05-01,17388.0,DWV PRECUTS
0008-CENTRAL,2025-06-01,20810.0,DWV PRECUTS
0008-CENTRAL,2025-07-01,16349.0,DWV PRECUTS
0008-CENTRAL,2025-08-01,14810.0,DWV PRECUTS
0008-CENTRAL,2025-09-01,18838.0,DWV PRECUTS
0008-CENTRAL,2025-10-01,14197.0,DWV PRECUTS
0008-CENTRAL,2025-11-01,13630.0,DWV PRECUTS
0008-CENTRAL,2025-12-01,18698.0,DWV PRECUTS
0008-CENTRAL,2026-01-01,14754.0,DWV PRECUTS
0008-CENTRAL,2026-02-01,17490.0,DWV PRECUTS
0008-CENTRAL,2026-03-01,1948.0,DWV PRECUTS
0008-CENTRAL,2023-01-01,5143.0,PVC PRECUTS
0008-CENTRAL,2023-02-01,5530.0,PVC PRECUTS
0008-CENTRAL,2023-03-01,9146.0,PVC PRECUTS
0008-CENTRAL,2023-04-01,8961.0,PVC PRECUTS
0008-CENTRAL,2023-05-01,9430.0,PVC PRECUTS
0008-CENTRAL,2023-06-01,10782.0,PVC PRECUTS
0008-CENTRAL,2023-07-01,8170.0,PVC PRECUTS
0008-CENTRAL,2023-08-01,7824.0,PVC PRECUTS
0008-CENTRAL,2023-09-01,10552.0,PVC PRECUTS
0008-CENTRAL,2023-10-01,6526.0,PVC PRECUTS
0008-CENTRAL,2023-11-01,5957.0,PVC PRECUTS
0008-CENTRAL,2023-12-01,7101.0,PVC PRECUTS
0008-CENTRAL,2024-01-01,6616.0,PVC PRECUTS
0008-CENTRAL,2024-02-01,6543.0,PVC PRECUTS
0008-CENTRAL,2024-03-01,10284.0,PVC PRECUTS
0008-CENTRAL,2024-04-01,10348.0,PVC PRECUTS
0008-CENTRAL,2024-05-01,10412.0,PVC PRECUTS
0008-CENTRAL,2024-06-01,11054.0,PVC PRECUTS
0008-CENTRAL,2024-07-01,7689.0,PVC PRECUTS
0008-CENTRAL,2024-08-01,7741.0,PVC PRECUTS
0008-CENTRAL,2024-09-01,9639.0,PVC PRECUTS
0008-CENTRAL,2024-10-01,6851.0,PVC PRECUTS
0008-CENTRAL,2024-11-01,6286.0,PVC PRECUTS
0008-CENTRAL,2024-12-01,7868.0,PVC PRECUTS
0008-CENTRAL,2025-01-01,5367.0,PVC PRECUTS
0008-CENTRAL,2025-02-01,6844.0,PVC PRECUTS
0008-CENTRAL,2025-03-01,9981.0,PVC PRECUTS
0008-CENTRAL,2025-04-01,9590.0,PVC PRECUTS
0008-CENTRAL,2025-05-01,10333.0,PVC PRECUTS
0008-CENTRAL,2025-06-01,11132.0,PVC PRECUTS
0008-CENTRAL,2025-07-01,8146.0,PVC PRECUTS
0008-CENTRAL,2025-08-01,7311.0,PVC PRECUTS
0008-CENTRAL,2025-09-01,10044.0,PVC PRECUTS
0008-CENTRAL,2025-10-01,5949.0,PVC PRECUTS
0008-CENTRAL,2025-11-01,5005.0,PVC PRECUTS
0008-CENTRAL,2025-12-01,6165.0,PVC PRECUTS
0008-CENTRAL,2026-01-01,5410.0,PVC PRECUTS
0008-CENTRAL,2026-02-01,6981.0,PVC PRECUTS
0008-CENTRAL,2026-03-01,700.0,PVC PRECUTS
0008-CENTRAL,2023-03-01,-2.0,ABS PRECUTS
0008-CENTRAL,2023-05-01,-1.0,ABS PRECUTS
0008-CENTRAL,2023-06-01,-1.0,ABS PRECUTS
0008-CENTRAL,2023-10-01,-1.0,ABS PRECUTS
0008-CENTRAL,2024-03-01,-1.0,ABS PRECUTS
0008-CENTRAL,2024-04-01,-1.0,ABS PRECUTS
0008-CENTRAL,2024-06-01,-2.0,ABS PRECUTS
0008-CENTRAL,2024-08-01,-3.0,ABS PRECUTS
0008-CENTRAL,2024-09-01,-1.0,ABS PRECUTS
0008-CENTRAL,2025-01-01,-2.0,ABS PRECUTS
0008-CENTRAL,2025-04-01,-2.0,ABS PRECUTS
0008-CENTRAL,2025-05-01,-1.0,ABS PRECUTS
0008-CENTRAL,2025-06-01,-1.0,ABS PRECUTS
0008-CENTRAL,2025-07-01,-3.0,ABS PRECUTS
0008-CENTRAL,2025-11-01,-2.0,ABS PRECUTS
0008-CENTRAL,2026-01-01,-1.0,ABS PRECUTS
0008-CENTRAL,2026-02-01,-2.0,ABS PRECUTS
0010-MID-ATLANTIC,2023-02-01,-4.0,PVC PIPE
0010-MID-ATLANTIC,2023-03-01,-7.0,PVC PIPE
0010-MID-ATLANTIC,2023-07-01,-1.0,PVC PIPE
0010-MID-ATLANTIC,2023-08-01,-2.0,PVC PIPE
0010-MID-ATLANTIC,2023-09-01,-1.0,PVC PIPE
0010-MID-ATLANTIC,2023-10-01,-1.0,PVC PIPE
0010-MID-ATLANTIC,2023-12-01,-1.0,PVC PIPE
0010-MID-ATLANTIC,2024-04-01,-2.0,PVC PIPE
0010-MID-ATLANTIC,2024-05-01,0.0,PVC PIPE
0010-MID-ATLANTIC,2024-06-01,-3.0,PVC PIPE
0010-MID-ATLANTIC,2024-07-01,-1.0,PVC PIPE
0010-MID-ATLANTIC,2024-08-01,-2.0,PVC PIPE
0010-MID-ATLANTIC,2024-09-01,-1.0,PVC PIPE
0010-MID-ATLANTIC,2024-10-01,-1.0,PVC PIPE
0010-MID-ATLANTIC,2024-11-01,-1.0,PVC PIPE
0010-MID-ATLANTIC,2024-12-01,-4.0,PVC PIPE
0010-MID-ATLANTIC,2025-03-01,-3.0,PVC PIPE
0010-MID-ATLANTIC,2025-04-01,2.0,PVC PIPE
0010-MID-ATLANTIC,2025-05-01,16.0,PVC PIPE
0010-MID-ATLANTIC,2025-06-01,1.0,PVC PIPE
0010-MID-ATLANTIC,2025-07-01,2.0,PVC PIPE
0010-MID-ATLANTIC,2025-08-01,13.0,PVC PIPE
0010-MID-ATLANTIC,2025-09-01,23.0,PVC PIPE
0010-MID-ATLANTIC,2025-10-01,2.0,PVC PIPE
0010-MID-ATLANTIC,2025-11-01,16.0,PVC PIPE
0010-MID-ATLANTIC,2025-12-01,7.0,PVC PIPE
0010-MID-ATLANTIC,2026-01-01,0.0,PVC PIPE
0010-MID-ATLANTIC,2026-02-01,21.0,PVC PIPE
0010-MID-ATLANTIC,2023-01-01,100301.0,PVC FITTINGS
0010-MID-ATLANTIC,2023-02-01,109264.0,PVC FITTINGS
0010-MID-ATLANTIC,2023-03-01,178817.0,PVC FITTINGS
0010-MID-ATLANTIC,2023-04-01,160472.0,PVC FITTINGS
0010-MID-ATLANTIC,2023-05-01,159933.0,PVC FITTINGS
0010-MID-ATLANTIC,2023-06-01,197542.0,PVC FITTINGS
0010-MID-ATLANTIC,2023-07-01,137532.0,PVC FITTINGS
0010-MID-ATLANTIC,2023-08-01,122623.0,PVC FITTINGS
0010-MID-ATLANTIC,2023-09-01,143063.0,PVC FITTINGS
0010-MID-ATLANTIC,2023-10-01,96969.0,PVC FITTINGS
0010-MID-ATLANTIC,2023-11-01,89842.0,PVC FITTINGS
0010-MID-ATLANTIC,2023-12-01,104983.0,PVC FITTINGS
0010-MID-ATLANTIC,2024-01-01,95156.0,PVC FITTINGS
0010-MID-ATLANTIC,2024-02-01,107067.0,PVC FITTINGS
0010-MID-ATLANTIC,2024-03-01,168195.0,PVC FITTINGS
0010-MID-ATLANTIC,2024-04-01,160089.0,PVC FITTINGS
0010-MID-ATLANTIC,2024-05-01,170770.0,PVC FITTINGS
0010-MID-ATLANTIC,2024-06-01,195065.0,PVC FITTINGS
0010-MID-ATLANTIC,2024-07-01,135273.0,PVC FITTINGS
0010-MID-ATLANTIC,2024-08-01,114529.0,PVC FITTINGS
0010-MID-ATLANTIC,2024-09-01,138078.0,PVC FITTINGS
0010-MID-ATLANTIC,2024-10-01,97783.0,PVC FITTINGS
0010-MID-ATLANTIC,2024-11-01,84096.0,PVC FITTINGS
0010-MID-ATLANTIC,2024-12-01,112482.0,PVC FITTINGS
0010-MID-ATLANTIC,2025-01-01,82407.0,PVC FITTINGS
0010-MID-ATLANTIC,2025-02-01,112701.0,PVC FITTINGS
0010-MID-ATLANTIC,2025-03-01,176596.0,PVC FITTINGS
0010-MID-ATLANTIC,2025-04-01,150978.0,PVC FITTINGS
0010-MID-ATLANTIC,2025-05-01,162872.0,PVC FITTINGS
0010-MID-ATLANTIC,2025-06-01,193940.0,PVC FITTINGS
0010-MID-ATLANTIC,2025-07-01,130065.0,PVC FITTINGS
0010-MID-ATLANTIC,2025-08-01,111997.0,PVC FITTINGS
0010-MID-ATLANTIC,2025-09-01,134453.0,PVC FITTINGS
0010-MID-ATLANTIC,2025-10-01,95991.0,PVC FITTINGS
0010-MID-ATLANTIC,2025-11-01,79111.0,PVC FITTINGS
0010-MID-ATLANTIC,2025-12-01,90505.0,PVC FITTINGS
0010-MID-ATLANTIC,2026-01-01,84592.0,PVC FITTINGS
0010-MID-ATLANTIC,2026-02-01,107505.0,PVC FITTINGS
0010-MID-ATLANTIC,2026-03-01,15011.0,PVC FITTINGS
0010-MID-ATLANTIC,2023-01-01,16.0,ABS FITTINGS
0010-MID-ATLANTIC,2023-02-01,-6.0,ABS FITTINGS
0010-MID-ATLANTIC,2023-03-01,-8.0,ABS FITTINGS
0010-MID-ATLANTIC,2023-04-01,12.0,ABS FITTINGS
0010-MID-ATLANTIC,2023-05-01,4.0,ABS FITTINGS
0010-MID-ATLANTIC,2023-06-01,-2.0,ABS FITTINGS
0010-MID-ATLANTIC,2023-07-01,7.0,ABS FITTINGS
0010-MID-ATLANTIC,2023-08-01,0.0,ABS FITTINGS
0010-MID-ATLANTIC,2023-09-01,3.0,ABS FITTINGS
0010-MID-ATLANTIC,2023-10-01,6.0,ABS FITTINGS
0010-MID-ATLANTIC,2023-11-01,8.0,ABS FITTINGS
0010-MID-ATLANTIC,2023-12-01,18.0,ABS FITTINGS
0010-MID-ATLANTIC,2024-01-01,-26.0,ABS FITTINGS
0010-MID-ATLANTIC,2024-02-01,-7.0,ABS FITTINGS
0010-MID-ATLANTIC,2024-03-01,-6.0,ABS FITTINGS
0010-MID-ATLANTIC,2024-04-01,-5.0,ABS FITTINGS
0010-MID-ATLANTIC,2024-05-01,-3.0,ABS FITTINGS
0010-MID-ATLANTIC,2024-06-01,-11.0,ABS FITTINGS
0010-MID-ATLANTIC,2024-07-01,-13.0,ABS FITTINGS
0010-MID-ATLANTIC,2024-08-01,-1.0,ABS FITTINGS
0010-MID-ATLANTIC,2024-09-01,0.0,ABS FITTINGS
0010-MID-ATLANTIC,2024-10-01,-14.0,ABS FITTINGS
0010-MID-ATLANTIC,2024-11-01,-82.0,ABS FITTINGS
0010-MID-ATLANTIC,2024-12-01,14.0,ABS FITTINGS
0010-MID-ATLANTIC,2025-01-01,17.0,ABS FITTINGS
0010-MID-ATLANTIC,2025-02-01,14.0,ABS FITTINGS
0010-MID-ATLANTIC,2025-03-01,-8.0,ABS FITTINGS
0010-MID-ATLANTIC,2025-04-01,6.0,ABS FITTINGS
0010-MID-ATLANTIC,2025-05-01,-50.0,ABS FITTINGS
0010-MID-ATLANTIC,2025-06-01,-20.0,ABS FITTINGS
0010-MID-ATLANTIC,2025-07-01,-14.0,ABS FITTINGS
0010-MID-ATLANTIC,2025-08-01,11.0,ABS FITTINGS
0010-MID-ATLANTIC,2025-09-01,-18.0,ABS FITTINGS
0010-MID-ATLANTIC,2025-10-01,-30.0,ABS FITTINGS
0010-MID-ATLANTIC,2025-11-01,-21.0,ABS FITTINGS
0010-MID-ATLANTIC,2025-12-01,19.0,ABS FITTINGS
0010-MID-ATLANTIC,2026-01-01,-8.0,ABS FITTINGS
0010-MID-ATLANTIC,2026-02-01,38.0,ABS FITTINGS
0010-MID-ATLANTIC,2026-03-01,-1.0,ABS FITTINGS
0010-MID-ATLANTIC,2023-01-01,44284.0,CPVC PIPE
0010-MID-ATLANTIC,2023-02-01,46009.0,CPVC PIPE
0010-MID-ATLANTIC,2023-03-01,56298.0,CPVC PIPE
0010-MID-ATLANTIC,2023-04-01,42779.0,CPVC PIPE
0010-MID-ATLANTIC,2023-05-01,45517.0,CPVC PIPE
0010-MID-ATLANTIC,2023-06-01,51205.0,CPVC PIPE
0010-MID-ATLANTIC,2023-07-01,42336.0,CPVC PIPE
0010-MID-ATLANTIC,2023-08-01,42769.0,CPVC PIPE
0010-MID-ATLANTIC,2023-09-01,55559.0,CPVC PIPE
0010-MID-ATLANTIC,2023-10-01,41323.0,CPVC PIPE
0010-MID-ATLANTIC,2023-11-01,47248.0,CPVC PIPE
0010-MID-ATLANTIC,2023-12-01,48969.0,CPVC PIPE
0010-MID-ATLANTIC,2024-01-01,44096.0,CPVC PIPE
0010-MID-ATLANTIC,2024-02-01,46538.0,CPVC PIPE
0010-MID-ATLANTIC,2024-03-01,56910.0,CPVC PIPE
0010-MID-ATLANTIC,2024-04-01,46449.0,CPVC PIPE
0010-MID-ATLANTIC,2024-05-01,45347.0,CPVC PIPE
0010-MID-ATLANTIC,2024-06-01,54600.0,CPVC PIPE
0010-MID-ATLANTIC,2024-07-01,42581.0,CPVC PIPE
0010-MID-ATLANTIC,2024-08-01,43758.0,CPVC PIPE
0010-MID-ATLANTIC,2024-09-01,55302.0,CPVC PIPE
0010-MID-ATLANTIC,2024-10-01,44676.0,CPVC PIPE
0010-MID-ATLANTIC,2024-11-01,41808.0,CPVC PIPE
0010-MID-ATLANTIC,2024-12-01,63379.0,CPVC PIPE
0010-MID-ATLANTIC,2025-01-01,43645.0,CPVC PIPE
0010-MID-ATLANTIC,2025-02-01,45968.0,CPVC PIPE
0010-MID-ATLANTIC,2025-03-01,56703.0,CPVC PIPE
0010-MID-ATLANTIC,2025-04-01,44081.0,CPVC PIPE
0010-MID-ATLANTIC,2025-05-01,39587.0,CPVC PIPE
0010-MID-ATLANTIC,2025-06-01,48868.0,CPVC PIPE
0010-MID-ATLANTIC,2025-07-01,39517.0,CPVC PIPE
0010-MID-ATLANTIC,2025-08-01,38387.0,CPVC PIPE
0010-MID-ATLANTIC,2025-09-01,51080.0,CPVC PIPE
0010-MID-ATLANTIC,2025-10-01,38441.0,CPVC PIPE
0010-MID-ATLANTIC,2025-11-01,36204.0,CPVC PIPE
0010-MID-ATLANTIC,2025-12-01,45991.0,CPVC PIPE
0010-MID-ATLANTIC,2026-01-01,45331.0,CPVC PIPE
0010-MID-ATLANTIC,2026-02-01,44602.0,CPVC PIPE
0010-MID-ATLANTIC,2026-03-01,5535.0,CPVC PIPE
0010-MID-ATLANTIC,2023-01-01,291.0,CPVC FITTINGS
0010-MID-ATLANTIC,2023-02-01,427.0,CPVC FITTINGS
0010-MID-ATLANTIC,2023-03-01,3901.0,CPVC FITTINGS
0010-MID-ATLANTIC,2023-04-01,2291.0,CPVC FITTINGS
0010-MID-ATLANTIC,2023-05-01,1078.0,CPVC FITTINGS
0010-MID-ATLANTIC,2023-06-01,3404.0,CPVC FITTINGS
0010-MID-ATLANTIC,2023-07-01,4781.0,CPVC FITTINGS
0010-MID-ATLANTIC,2023-08-01,2088.0,CPVC FITTINGS
0010-MID-ATLANTIC,2023-09-01,1196.0,CPVC FITTINGS
0010-MID-ATLANTIC,2023-10-01,1026.0,CPVC FITTINGS
0010-MID-ATLANTIC,2023-11-01,1293.0,CPVC FITTINGS
0010-MID-ATLANTIC,2023-12-01,1107.0,CPVC FITTINGS
0010-MID-ATLANTIC,2024-01-01,733.0,CPVC FITTINGS
0010-MID-ATLANTIC,2024-02-01,2102.0,CPVC FITTINGS
0010-MID-ATLANTIC,2024-03-01,2948.0,CPVC FITTINGS
0010-MID-ATLANTIC,2024-04-01,1076.0,CPVC FITTINGS
0010-MID-ATLANTIC,2024-05-01,878.0,CPVC FITTINGS
0010-MID-ATLANTIC,2024-06-01,1484.0,CPVC FITTINGS
0010-MID-ATLANTIC,2024-07-01,1562.0,CPVC FITTINGS
0010-MID-ATLANTIC,2024-08-01,9808.0,CPVC FITTINGS
0010-MID-ATLANTIC,2024-09-01,10203.0,CPVC FITTINGS
0010-MID-ATLANTIC,2024-10-01,532.0,CPVC FITTINGS
0010-MID-ATLANTIC,2024-11-01,5605.0,CPVC FITTINGS
0010-MID-ATLANTIC,2024-12-01,5752.0,CPVC FITTINGS
0010-MID-ATLANTIC,2025-01-01,826.0,CPVC FITTINGS
0010-MID-ATLANTIC,2025-02-01,353.0,CPVC FITTINGS
0010-MID-ATLANTIC,2025-03-01,1516.0,CPVC FITTINGS
0010-MID-ATLANTIC,2025-04-01,590.0,CPVC FITTINGS
0010-MID-ATLANTIC,2025-05-01,2396.0,CPVC FITTINGS
0010-MID-ATLANTIC,2025-06-01,3941.0,CPVC FITTINGS
0010-MID-ATLANTIC,2025-07-01,2302.0,CPVC FITTINGS
0010-MID-ATLANTIC,2025-08-01,2923.0,CPVC FITTINGS
0010-MID-ATLANTIC,2025-09-01,1045.0,CPVC FITTINGS
0010-MID-ATLANTIC,2025-10-01,903.0,CPVC FITTINGS
0010-MID-ATLANTIC,2025-11-01,2995.0,CPVC FITTINGS
0010-MID-ATLANTIC,2025-12-01,9041.0,CPVC FITTINGS
0010-MID-ATLANTIC,2026-01-01,38049.0,CPVC FITTINGS
0010-MID-ATLANTIC,2026-02-01,37102.0,CPVC FITTINGS
0010-MID-ATLANTIC,2026-03-01,5576.0,CPVC FITTINGS
0010-MID-ATLANTIC,2023-01-01,16549.0,DWV FITTINGS
0010-MID-ATLANTIC,2023-02-01,17157.0,DWV FITTINGS
0010-MID-ATLANTIC,2023-03-01,16326.0,DWV FITTINGS
0010-MID-ATLANTIC,2023-04-01,13388.0,DWV FITTINGS
0010-MID-ATLANTIC,2023-05-01,10556.0,DWV FITTINGS
0010-MID-ATLANTIC,2023-06-01,32082.0,DWV FITTINGS
0010-MID-ATLANTIC,2023-07-01,19465.0,DWV FITTINGS
0010-MID-ATLANTIC,2023-08-01,19834.0,DWV FITTINGS
0010-MID-ATLANTIC,2023-09-01,21757.0,DWV FITTINGS
0010-MID-ATLANTIC,2023-10-01,20929.0,DWV FITTINGS
0010-MID-ATLANTIC,2023-11-01,20395.0,DWV FITTINGS
0010-MID-ATLANTIC,2023-12-01,19528.0,DWV FITTINGS
0010-MID-ATLANTIC,2024-01-01,12920.0,DWV FITTINGS
0010-MID-ATLANTIC,2024-02-01,8937.0,DWV FITTINGS
0010-MID-ATLANTIC,2024-03-01,5692.0,DWV FITTINGS
0010-MID-ATLANTIC,2024-04-01,11600.0,DWV FITTINGS
0010-MID-ATLANTIC,2024-05-01,24893.0,DWV FITTINGS
0010-MID-ATLANTIC,2024-06-01,10298.0,DWV FITTINGS
0010-MID-ATLANTIC,2024-07-01,9948.0,DWV FITTINGS
0010-MID-ATLANTIC,2024-08-01,17804.0,DWV FITTINGS
0010-MID-ATLANTIC,2024-09-01,22231.0,DWV FITTINGS
0010-MID-ATLANTIC,2024-10-01,3690.0,DWV FITTINGS
0010-MID-ATLANTIC,2024-11-01,11058.0,DWV FITTINGS
0010-MID-ATLANTIC,2024-12-01,31166.0,DWV FITTINGS
0010-MID-ATLANTIC,2025-01-01,23378.0,DWV FITTINGS
0010-MID-ATLANTIC,2025-02-01,17328.0,DWV FITTINGS
0010-MID-ATLANTIC,2025-03-01,37273.0,DWV FITTINGS
0010-MID-ATLANTIC,2025-04-01,34051.0,DWV FITTINGS
0010-MID-ATLANTIC,2025-05-01,17083.0,DWV FITTINGS
0010-MID-ATLANTIC,2025-06-01,23395.0,DWV FITTINGS
0010-MID-ATLANTIC,2025-07-01,17233.0,DWV FITTINGS
0010-MID-ATLANTIC,2025-08-01,15585.0,DWV FITTINGS
0010-MID-ATLANTIC,2025-09-01,16820.0,DWV FITTINGS
0010-MID-ATLANTIC,2025-10-01,12951.0,DWV FITTINGS
0010-MID-ATLANTIC,2025-11-01,11766.0,DWV FITTINGS
0010-MID-ATLANTIC,2025-12-01,17988.0,DWV FITTINGS
0010-MID-ATLANTIC,2026-01-01,15825.0,DWV FITTINGS
0010-MID-ATLANTIC,2026-02-01,14183.0,DWV FITTINGS
0010-MID-ATLANTIC,2026-03-01,1570.0,DWV FITTINGS
0010-MID-ATLANTIC,2023-01-01,-3.0,DWV PIPE
0010-MID-ATLANTIC,2023-02-01,-3.0,DWV PIPE
0010-MID-ATLANTIC,2023-03-01,-1.0,DWV PIPE
0010-MID-ATLANTIC,2023-04-01,-3.0,DWV PIPE
0010-MID-ATLANTIC,2023-05-01,-5.0,DWV PIPE
0010-MID-ATLANTIC,2023-06-01,-8.0,DWV PIPE
0010-MID-ATLANTIC,2023-07-01,-1.0,DWV PIPE
0010-MID-ATLANTIC,2023-08-01,-9.0,DWV PIPE
0010-MID-ATLANTIC,2023-09-01,-7.0,DWV PIPE
0010-MID-ATLANTIC,2023-11-01,1.0,DWV PIPE
0010-MID-ATLANTIC,2023-12-01,-1.0,DWV PIPE
0010-MID-ATLANTIC,2024-01-01,-4.0,DWV PIPE
0010-MID-ATLANTIC,2024-02-01,-7.0,DWV PIPE
0010-MID-ATLANTIC,2024-03-01,-8.0,DWV PIPE
0010-MID-ATLANTIC,2024-04-01,-10.0,DWV PIPE
0010-MID-ATLANTIC,2024-05-01,-6.0,DWV PIPE
0010-MID-ATLANTIC,2024-06-01,-8.0,DWV PIPE
0010-MID-ATLANTIC,2024-07-01,-5.0,DWV PIPE
0010-MID-ATLANTIC,2024-08-01,-1.0,DWV PIPE
0010-MID-ATLANTIC,2024-09-01,-3.0,DWV PIPE
0010-MID-ATLANTIC,2024-10-01,2.0,DWV PIPE
0010-MID-ATLANTIC,2024-11-01,-4.0,DWV PIPE
0010-MID-ATLANTIC,2024-12-01,24.0,DWV PIPE
0010-MID-ATLANTIC,2025-01-01,-35.0,DWV PIPE
0010-MID-ATLANTIC,2025-02-01,2.0,DWV PIPE
0010-MID-ATLANTIC,2025-03-01,-3.0,DWV PIPE
0010-MID-ATLANTIC,2025-04-01,-7.0,DWV PIPE
0010-MID-ATLANTIC,2025-05-01,13.0,DWV PIPE
0010-MID-ATLANTIC,2025-06-01,31.0,DWV PIPE
0010-MID-ATLANTIC,2025-07-01,7.0,DWV PIPE
0010-MID-ATLANTIC,2025-08-01,36.0,DWV PIPE
0010-MID-ATLANTIC,2025-09-01,-1.0,DWV PIPE
0010-MID-ATLANTIC,2025-10-01,16.0,DWV PIPE
0010-MID-ATLANTIC,2025-11-01,9.0,DWV PIPE
0010-MID-ATLANTIC,2025-12-01,9.0,DWV PIPE
0010-MID-ATLANTIC,2026-01-01,-14.0,DWV PIPE
0010-MID-ATLANTIC,2026-02-01,-116.0,DWV PIPE
0010-MID-ATLANTIC,2026-03-01,-2.0,DWV PIPE
0010-MID-ATLANTIC,2023-02-01,-1.0,SEWER PIPE
0010-MID-ATLANTIC,2024-01-01,-1.0,SEWER PIPE
0010-MID-ATLANTIC,2025-03-01,12.0,SEWER PIPE
0010-MID-ATLANTIC,2025-04-01,24.0,SEWER PIPE
0010-MID-ATLANTIC,2025-05-01,6.0,SEWER PIPE
0010-MID-ATLANTIC,2025-06-01,13.0,SEWER PIPE
0010-MID-ATLANTIC,2025-07-01,21.0,SEWER PIPE
0010-MID-ATLANTIC,2025-08-01,18.0,SEWER PIPE
0010-MID-ATLANTIC,2025-09-01,2.0,SEWER PIPE
0010-MID-ATLANTIC,2025-10-01,-4.0,SEWER PIPE
0010-MID-ATLANTIC,2025-12-01,61.0,SEWER PIPE
0010-MID-ATLANTIC,2026-02-01,24.0,SEWER PIPE
0010-MID-ATLANTIC,2023-01-01,22532.0,DWV PRECUTS
