region,month,sales_units,sub_class
0001-MIDSOUTH,2023-01-01,10254.0,PVC PIPE
0001-MIDSOUTH,2023-02-01,11830.0,PVC PIPE
0001-MIDSOUTH,2023-03-01,16240.0,PVC PIPE
0001-MIDSOUTH,2023-04-01,14712.0,PVC PIPE
0001-MIDSOUTH,2023-05-01,15157.0,PVC PIPE
0001-MIDSOUTH,2023-06-01,15418.0,PVC PIPE
0001-MIDSOUTH,2023-07-01,11788.0,PVC PIPE
0001-MIDSOUTH,2023-08-01,12628.0,PVC PIPE
0001-MIDSOUTH,2023-09-01,16076.0,PVC PIPE
0001-MIDSOUTH,2023-10-01,10261.0,PVC PIPE
0001-MIDSOUTH,2023-11-01,9554.0,PVC PIPE
0001-MIDSOUTH,2023-12-01,9970.0,PVC PIPE
0001-MIDSOUTH,2024-01-01,10154.0,PVC PIPE
0001-MIDSOUTH,2024-02-01,11594.0,PVC PIPE
0001-MIDSOUTH,2024-03-01,16647.0,PVC PIPE
0001-MIDSOUTH,2024-04-01,13455.0,PVC PIPE
0001-MIDSOUTH,2024-05-01,13265.0,PVC PIPE
0001-MIDSOUTH,2024-06-01,14864.0,PVC PIPE
0001-MIDSOUTH,2024-07-01,11689.0,PVC PIPE
0001-MIDSOUTH,2024-08-01,10888.0,PVC PIPE
0001-MIDSOUTH,2024-09-01,14774.0,PVC PIPE
0001-MIDSOUTH,2024-10-01,10992.0,PVC PIPE
0001-MIDSOUTH,2024-11-01,9059.0,PVC PIPE
0001-MIDSOUTH,2024-12-01,10152.0,PVC PIPE
0001-MIDSOUTH,2025-01-01,8063.0,PVC PIPE
0001-MIDSOUTH,2025-02-01,10525.0,PVC PIPE
0001-MIDSOUTH,2025-03-01,14085.0,PVC PIPE
0001-MIDSOUTH,2025-04-01,10860.0,PVC PIPE
0001-MIDSOUTH,2025-05-01,10985.0,PVC PIPE
0001-MIDSOUTH,2025-06-01,14098.0,PVC PIPE
0001-MIDSOUTH,2025-07-01,10800.0,PVC PIPE
0001-MIDSOUTH,2025-08-01,10349.0,PVC PIPE
0001-MIDSOUTH,2025-09-01,12665.0,PVC PIPE
0001-MIDSOUTH,2025-10-01,9873.0,PVC PIPE
0001-MIDSOUTH,2025-11-01,6773.0,PVC PIPE
0001-MIDSOUTH,2025-12-01,7289.0,PVC PIPE
0001-MIDSOUTH,2026-01-01,8275.0,PVC PIPE
0001-MIDSOUTH,2026-02-01,10072.0,PVC PIPE
0001-MIDSOUTH,2026-03-01,1330.0,PVC PIPE
0001-MIDSOUTH,2023-01-01,238668.0,PVC FITTINGS
0001-MIDSOUTH,2023-02-01,276505.0,PVC FITTINGS
0001-MIDSOUTH,2023-03-01,399237.0,PVC FITTINGS
0001-MIDSOUTH,2023-04-01,361277.0,PVC FITTINGS
0001-MIDSOUTH,2023-05-01,361175.0,PVC FITTINGS
0001-MIDSOUTH,2023-06-01,408531.0,PVC FITTINGS
0001-MIDSOUTH,2023-07-01,306038.0,PVC FITTINGS
0001-MIDSOUTH,2023-08-01,284781.0,PVC FITTINGS
0001-MIDSOUTH,2023-09-01,333736.0,PVC FITTINGS
0001-MIDSOUTH,2023-10-01,218078.0,PVC FITTINGS
0001-MIDSOUTH,2023-11-01,194732.0,PVC FITTINGS
0001-MIDSOUTH,2023-12-01,286965.0,PVC FITTINGS
0001-MIDSOUTH,2024-01-01,255370.0,PVC FITTINGS
0001-MIDSOUTH,2024-02-01,269058.0,PVC FITTINGS
0001-MIDSOUTH,2024-03-01,407965.0,PVC FITTINGS
0001-MIDSOUTH,2024-04-01,339382.0,PVC FITTINGS
0001-MIDSOUTH,2024-05-01,361671.0,PVC FITTINGS
0001-MIDSOUTH,2024-06-01,422773.0,PVC FITTINGS
0001-MIDSOUTH,2024-07-01,304073.0,PVC FITTINGS
0001-MIDSOUTH,2024-08-01,270348.0,PVC FITTINGS
0001-MIDSOUTH,2024-09-01,327275.0,PVC FITTINGS
0001-MIDSOUTH,2024-10-01,224147.0,PVC FITTINGS
0001-MIDSOUTH,2024-11-01,189324.0,PVC FITTINGS
0001-MIDSOUTH,2024-12-01,296797.0,PVC FITTINGS
0001-MIDSOUTH,2025-01-01,239341.0,PVC FITTINGS
0001-MIDSOUTH,2025-02-01,285658.0,PVC FITTINGS
0001-MIDSOUTH,2025-03-01,410777.0,PVC FITTINGS
0001-MIDSOUTH,2025-04-01,302671.0,PVC FITTINGS
0001-MIDSOUTH,2025-05-01,314340.0,PVC FITTINGS
0001-MIDSOUTH,2025-06-01,403346.0,PVC FITTINGS
0001-MIDSOUTH,2025-07-01,281726.0,PVC FITTINGS
0001-MIDSOUTH,2025-08-01,263674.0,PVC FITTINGS
0001-MIDSOUTH,2025-09-01,297310.0,PVC FITTINGS
0001-MIDSOUTH,2025-10-01,205139.0,PVC FITTINGS
0001-MIDSOUTH,2025-11-01,174434.0,PVC FITTINGS
0001-MIDSOUTH,2025-12-01,233174.0,PVC FITTINGS
0001-MIDSOUTH,2026-01-01,254808.0,PVC FITTINGS
0001-MIDSOUTH,2026-02-01,294528.0,PVC FITTINGS
0001-MIDSOUTH,2026-03-01,37290.0,PVC FITTINGS
0001-MIDSOUTH,2023-01-01,1.0,ABS FITTINGS
0001-MIDSOUTH,2023-02-01,-2.0,ABS FITTINGS
0001-MIDSOUTH,2023-03-01,-5.0,ABS FITTINGS
0001-MIDSOUTH,2023-04-01,-8.0,ABS FITTINGS
0001-MIDSOUTH,2023-05-01,-1.0,ABS FITTINGS
0001-MIDSOUTH,2023-06-01,-1.0,ABS FITTINGS
0001-MIDSOUTH,2023-07-01,-2.0,ABS FITTINGS
0001-MIDSOUTH,2023-09-01,-29.0,ABS FITTINGS
0001-MIDSOUTH,2023-10-01,-10.0,ABS FITTINGS
0001-MIDSOUTH,2023-11-01,3.0,ABS FITTINGS
0001-MIDSOUTH,2023-12-01,-11.0,ABS FITTINGS
0001-MIDSOUTH,2024-01-01,-2.0,ABS FITTINGS
0001-MIDSOUTH,2024-02-01,3.0,ABS FITTINGS
0001-MIDSOUTH,2024-03-01,-4.0,ABS FITTINGS
0001-MIDSOUTH,2024-04-01,-11.0,ABS FITTINGS
0001-MIDSOUTH,2024-05-01,3.0,ABS FITTINGS
0001-MIDSOUTH,2024-06-01,-68.0,ABS FITTINGS
0001-MIDSOUTH,2024-07-01,-5.0,ABS FITTINGS
0001-MIDSOUTH,2024-08-01,-28.0,ABS FITTINGS
0001-MIDSOUTH,2024-09-01,-12.0,ABS FITTINGS
0001-MIDSOUTH,2024-10-01,0.0,ABS FITTINGS
0001-MIDSOUTH,2024-11-01,-4.0,ABS FITTINGS
0001-MIDSOUTH,2024-12-01,-8.0,ABS FITTINGS
0001-MIDSOUTH,2025-01-01,-8.0,ABS FITTINGS
0001-MIDSOUTH,2025-02-01,-18.0,ABS FITTINGS
0001-MIDSOUTH,2025-03-01,-19.0,ABS FITTINGS
0001-MIDSOUTH,2025-04-01,-9.0,ABS FITTINGS
0001-MIDSOUTH,2025-05-01,-10.0,ABS FITTINGS
0001-MIDSOUTH,2025-06-01,-7.0,ABS FITTINGS
0001-MIDSOUTH,2025-07-01,-1.0,ABS FITTINGS
0001-MIDSOUTH,2025-08-01,-3.0,ABS FITTINGS
0001-MIDSOUTH,2025-09-01,-20.0,ABS FITTINGS
0001-MIDSOUTH,2025-10-01,-13.0,ABS FITTINGS
0001-MIDSOUTH,2025-11-01,-18.0,ABS FITTINGS
0001-MIDSOUTH,2025-12-01,-3.0,ABS FITTINGS
0001-MIDSOUTH,2026-01-01,2.0,ABS FITTINGS
0001-MIDSOUTH,2026-02-01,-8.0,ABS FITTINGS
0001-MIDSOUTH,2026-03-01,-9.0,ABS FITTINGS
0001-MIDSOUTH,2023-01-01,24671.0,CPVC PIPE
0001-MIDSOUTH,2023-02-01,25097.0,CPVC PIPE
0001-MIDSOUTH,2023-03-01,28627.0,CPVC PIPE
0001-MIDSOUTH,2023-04-01,22041.0,CPVC PIPE
0001-MIDSOUTH,2023-05-01,21852.0,CPVC PIPE
0001-MIDSOUTH,2023-06-01,25359.0,CPVC PIPE
0001-MIDSOUTH,2023-07-01,20219.0,CPVC PIPE
0001-MIDSOUTH,2023-08-01,20550.0,CPVC PIPE
0001-MIDSOUTH,2023-09-01,27044.0,CPVC PIPE
0001-MIDSOUTH,2023-10-01,19549.0,CPVC PIPE
0001-MIDSOUTH,2023-11-01,19397.75,CPVC PIPE
0001-MIDSOUTH,2023-12-01,33039.0,CPVC PIPE
0001-MIDSOUTH,2024-01-01,24015.0,CPVC PIPE
0001-MIDSOUTH,2024-02-01,22620.0,CPVC PIPE
0001-MIDSOUTH,2024-03-01,25746.0,CPVC PIPE
0001-MIDSOUTH,2024-04-01,19566.0,CPVC PIPE
0001-MIDSOUTH,2024-05-01,19543.0,CPVC PIPE
0001-MIDSOUTH,2024-06-01,23014.0,CPVC PIPE
0001-MIDSOUTH,2024-07-01,18057.0,CPVC PIPE
0001-MIDSOUTH,2024-08-01,18241.0,CPVC PIPE
0001-MIDSOUTH,2024-09-01,23125.0,CPVC PIPE
0001-MIDSOUTH,2024-10-01,18894.0,CPVC PIPE
0001-MIDSOUTH,2024-11-01,17551.0,CPVC PIPE
0001-MIDSOUTH,2024-12-01,30444.0,CPVC PIPE
0001-MIDSOUTH,2025-01-01,21213.0,CPVC PIPE
0001-MIDSOUTH,2025-02-01,19966.0,CPVC PIPE
0001-MIDSOUTH,2025-03-01,23554.0,CPVC PIPE
0001-MIDSOUTH,2025-04-01,17698.0,CPVC PIPE
0001-MIDSOUTH,2025-05-01,16867.0,CPVC PIPE
0001-MIDSOUTH,2025-06-01,20191.0,CPVC PIPE
0001-MIDSOUTH,2025-07-01,16219.0,CPVC PIPE
0001-MIDSOUTH,2025-08-01,16118.0,CPVC PIPE
0001-MIDSOUTH,2025-09-01,20724.0,CPVC PIPE
0001-MIDSOUTH,2025-10-01,16138.0,CPVC PIPE
0001-MIDSOUTH,2025-11-01,15588.0,CPVC PIPE
0001-MIDSOUTH,2025-12-01,23157.0,CPVC PIPE
0001-MIDSOUTH,2026-01-01,23735.0,CPVC PIPE
0001-MIDSOUTH,2026-02-01,18736.0,CPVC PIPE
0001-MIDSOUTH,2026-03-01,2027.0,CPVC PIPE
0001-MIDSOUTH,2023-01-01,86202.0,CPVC FITTINGS
0001-MIDSOUTH,2023-02-01,87042.0,CPVC FITTINGS
0001-MIDSOUTH,2023-03-01,111165.0,CPVC FITTINGS
0001-MIDSOUTH,2023-04-01,86504.0,CPVC FITTINGS
0001-MIDSOUTH,2023-05-01,87708.0,CPVC FITTINGS
0001-MIDSOUTH,2023-06-01,100026.0,CPVC FITTINGS
0001-MIDSOUTH,2023-07-01,78537.0,CPVC FITTINGS
0001-MIDSOUTH,2023-08-01,81925.0,CPVC FITTINGS
0001-MIDSOUTH,2023-09-01,107240.0,CPVC FITTINGS
0001-MIDSOUTH,2023-10-01,82070.0,CPVC FITTINGS
0001-MIDSOUTH,2023-11-01,79906.0,CPVC FITTINGS
0001-MIDSOUTH,2023-12-01,151657.0,CPVC FITTINGS
0001-MIDSOUTH,2024-01-01,108344.0,CPVC FITTINGS
0001-MIDSOUTH,2024-02-01,92312.0,CPVC FITTINGS
0001-MIDSOUTH,2024-03-01,111019.0,CPVC FITTINGS
0001-MIDSOUTH,2024-04-01,83044.0,CPVC FITTINGS
0001-MIDSOUTH,2024-05-01,78453.0,CPVC FITTINGS
0001-MIDSOUTH,2024-06-01,96575.0,CPVC FITTINGS
0001-MIDSOUTH,2024-07-01,74735.0,CPVC FITTINGS
0001-MIDSOUTH,2024-08-01,78051.0,CPVC FITTINGS
0001-MIDSOUTH,2024-09-01,97130.0,CPVC FITTINGS
0001-MIDSOUTH,2024-10-01,79321.0,CPVC FITTINGS
0001-MIDSOUTH,2024-11-01,74945.0,CPVC FITTINGS
0001-MIDSOUTH,2024-12-01,129437.0,CPVC FITTINGS
0001-MIDSOUTH,2025-01-01,85115.0,CPVC FITTINGS
0001-MIDSOUTH,2025-02-01,81115.0,CPVC FITTINGS
0001-MIDSOUTH,2025-03-01,96104.0,CPVC FITTINGS
0001-MIDSOUTH,2025-04-01,72779.0,CPVC FITTINGS
0001-MIDSOUTH,2025-05-01,68721.0,CPVC FITTINGS
0001-MIDSOUTH,2025-06-01,83935.0,CPVC FITTINGS
0001-MIDSOUTH,2025-07-01,65125.0,CPVC FITTINGS
0001-MIDSOUTH,2025-08-01,65275.0,CPVC FITTINGS
0001-MIDSOUTH,2025-09-01,87721.0,CPVC FITTINGS
0001-MIDSOUTH,2025-10-01,70527.0,CPVC FITTINGS
0001-MIDSOUTH,2025-11-01,70702.0,CPVC FITTINGS
0001-MIDSOUTH,2025-12-01,93949.0,CPVC FITTINGS
0001-MIDSOUTH,2026-01-01,92564.0,CPVC FITTINGS
0001-MIDSOUTH,2026-02-01,68114.0,CPVC FITTINGS
0001-MIDSOUTH,2026-03-01,7384.0,CPVC FITTINGS
0001-MIDSOUTH,2023-01-01,258101.0,DWV FITTINGS
0001-MIDSOUTH,2023-02-01,266820.0,DWV FITTINGS
0001-MIDSOUTH,2023-03-01,326675.0,DWV FITTINGS
0001-MIDSOUTH,2023-04-01,259069.0,DWV FITTINGS
0001-MIDSOUTH,2023-05-01,243876.0,DWV FITTINGS
0001-MIDSOUTH,2023-06-01,299054.0,DWV FITTINGS
0001-MIDSOUTH,2023-07-01,248601.0,DWV FITTINGS
0001-MIDSOUTH,2023-08-01,251936.0,DWV FITTINGS
0001-MIDSOUTH,2023-09-01,331503.0,DWV FITTINGS
0001-MIDSOUTH,2023-10-01,238477.0,DWV FITTINGS
0001-MIDSOUTH,2023-11-01,240331.0,DWV FITTINGS
0001-MIDSOUTH,2023-12-01,272701.0,DWV FITTINGS
0001-MIDSOUTH,2024-01-01,265980.0,DWV FITTINGS
0001-MIDSOUTH,2024-02-01,273112.0,DWV FITTINGS
0001-MIDSOUTH,2024-03-01,333713.0,DWV FITTINGS
0001-MIDSOUTH,2024-04-01,260108.0,DWV FITTINGS
0001-MIDSOUTH,2024-05-01,260388.0,DWV FITTINGS
0001-MIDSOUTH,2024-06-01,302037.0,DWV FITTINGS
0001-MIDSOUTH,2024-07-01,253095.0,DWV FITTINGS
0001-MIDSOUTH,2024-08-01,250029.0,DWV FITTINGS
0001-MIDSOUTH,2024-09-01,312607.0,DWV FITTINGS
0001-MIDSOUTH,2024-10-01,256882.0,DWV FITTINGS
0001-MIDSOUTH,2024-11-01,228178.0,DWV FITTINGS
0001-MIDSOUTH,2024-12-01,320300.0,DWV FITTINGS
0001-MIDSOUTH,2025-01-01,258354.0,DWV FITTINGS
0001-MIDSOUTH,2025-02-01,273978.0,DWV FITTINGS
0001-MIDSOUTH,2025-03-01,335918.0,DWV FITTINGS
0001-MIDSOUTH,2025-04-01,257608.0,DWV FITTINGS
0001-MIDSOUTH,2025-05-01,253189.0,DWV FITTINGS
0001-MIDSOUTH,2025-06-01,313366.0,DWV FITTINGS
0001-MIDSOUTH,2025-07-01,268074.0,DWV FITTINGS
0001-MIDSOUTH,2025-08-01,248813.0,DWV FITTINGS
0001-MIDSOUTH,2025-09-01,314346.0,DWV FITTINGS
0001-MIDSOUTH,2025-10-01,235491.0,DWV FITTINGS
0001-MIDSOUTH,2025-11-01,216155.0,DWV FITTINGS
0001-MIDSOUTH,2025-12-01,274063.0,DWV FITTINGS
0001-MIDSOUTH,2026-01-01,258774.0,DWV FITTINGS
0001-MIDSOUTH,2026-02-01,262631.0,DWV FITTINGS
0001-MIDSOUTH,2026-03-01,31619.0,DWV FITTINGS
0001-MIDSOUTH,2023-01-01,9386.0,DWV PIPE
0001-MIDSOUTH,2023-02-01,10573.0,DWV PIPE
0001-MIDSOUTH,2023-03-01,14521.0,DWV PIPE
0001-MIDSOUTH,2023-04-01,11239.0,DWV PIPE
0001-MIDSOUTH,2023-05-01,11232.0,DWV PIPE
0001-MIDSOUTH,2023-06-01,12172.0,DWV PIPE
0001-MIDSOUTH,2023-07-01,9952.0,DWV PIPE
0001-MIDSOUTH,2023-08-01,10041.0,DWV PIPE
0001-MIDSOUTH,2023-09-01,12960.0,DWV PIPE
0001-MIDSOUTH,2023-10-01,8986.0,DWV PIPE
0001-MIDSOUTH,2023-11-01,9125.0,DWV PIPE
0001-MIDSOUTH,2023-12-01,8535.0,DWV PIPE
0001-MIDSOUTH,2024-01-01,9889.0,DWV PIPE
0001-MIDSOUTH,2024-02-01,11456.0,DWV PIPE
0001-MIDSOUTH,2024-03-01,13455.0,DWV PIPE
0001-MIDSOUTH,2024-04-01,10799.0,DWV PIPE
0001-MIDSOUTH,2024-05-01,10435.0,DWV PIPE
0001-MIDSOUTH,2024-06-01,11554.0,DWV PIPE
0001-MIDSOUTH,2024-07-01,10343.0,DWV PIPE
0001-MIDSOUTH,2024-08-01,9072.0,DWV PIPE
0001-MIDSOUTH,2024-09-01,12116.0,DWV PIPE
0001-MIDSOUTH,2024-10-01,9507.0,DWV PIPE
0001-MIDSOUTH,2024-11-01,8003.0,DWV PIPE
0001-MIDSOUTH,2024-12-01,10978.0,DWV PIPE
0001-MIDSOUTH,2025-01-01,9236.0,DWV PIPE
0001-MIDSOUTH,2025-02-01,11147.0,DWV PIPE
0001-MIDSOUTH,2025-03-01,14443.0,DWV PIPE
0001-MIDSOUTH,2025-04-01,11247.0,DWV PIPE
0001-MIDSOUTH,2025-05-01,11047.0,DWV PIPE
0001-MIDSOUTH,2025-06-01,13023.0,DWV PIPE
0001-MIDSOUTH,2025-07-01,11015.0,DWV PIPE
0001-MIDSOUTH,2025-08-01,9908.0,DWV PIPE
0001-MIDSOUTH,2025-09-01,12477.0,DWV PIPE
0001-MIDSOUTH,2025-10-01,8759.0,DWV PIPE
0001-MIDSOUTH,2025-11-01,8545.0,DWV PIPE
0001-MIDSOUTH,2025-12-01,9228.0,DWV PIPE
0001-MIDSOUTH,2026-01-01,10124.0,DWV PIPE
0001-MIDSOUTH,2026-02-01,10675.0,DWV PIPE
0001-MIDSOUTH,2026-03-01,1441.0,DWV PIPE
0001-MIDSOUTH,2023-03-01,12.0,SEWER PIPE
0001-MIDSOUTH,2023-04-01,3.0,SEWER PIPE
0001-MIDSOUTH,2023-05-01,57.0,SEWER PIPE
0001-MIDSOUTH,2023-07-01,-1.0,SEWER PIPE
0001-MIDSOUTH,2024-11-01,19.0,SEWER PIPE
0001-MIDSOUTH,2024-12-01,2.0,SEWER PIPE
0001-MIDSOUTH,2025-02-01,15.0,SEWER PIPE
0001-MIDSOUTH,2025-03-01,-1.0,SEWER PIPE
0001-MIDSOUTH,2025-04-01,10.0,SEWER PIPE
0001-MIDSOUTH,2025-05-01,25.0,SEWER PIPE
0001-MIDSOUTH,2025-06-01,35.0,SEWER PIPE
0001-MIDSOUTH,2025-07-01,7.0,SEWER PIPE
0001-MIDSOUTH,2025-08-01,11.0,SEWER PIPE
0001-MIDSOUTH,2025-09-01,-10.0,SEWER PIPE
0001-MIDSOUTH,2025-10-01,20.0,SEWER PIPE
0001-MIDSOUTH,2026-01-01,10.0,SEWER PIPE
0001-MIDSOUTH,2026-02-01,9.0,SEWER PIPE
0001-MIDSOUTH,2023-01-01,19485.0,DWV PRECUTS
0001-MIDSOUTH,2023-02-01,21088.0,DWV PRECUTS
0001-MIDSOUTH,2023-03-01,27555.0,DWV PRECUTS
0001-MIDSOUTH,2023-04-01,22881.0,DWV PRECUTS
0001-MIDSOUTH,2023-05-01,22108.0,DWV PRECUTS
0001-MIDSOUTH,2023-06-01,26475.0,DWV PRECUTS
0001-MIDSOUTH,2023-07-01,20631.0,DWV PRECUTS
0001-MIDSOUTH,2023-08-01,19367.0,DWV PRECUTS
0001-MIDSOUTH,2023-09-01,25112.0,DWV PRECUTS
0001-MIDSOUTH,2023-10-01,18610.0,DWV PRECUTS
0001-MIDSOUTH,2023-11-01,18317.0,DWV PRECUTS
0001-MIDSOUTH,2023-12-01,21664.0,DWV PRECUTS
0001-MIDSOUTH,2024-01-01,21048.0,DWV PRECUTS
0001-MIDSOUTH,2024-02-01,21736.0,DWV PRECUTS
0001-MIDSOUTH,2024-03-01,28315.0,DWV PRECUTS
0001-MIDSOUTH,2024-04-01,22821.0,DWV PRECUTS
0001-MIDSOUTH,2024-05-01,22447.0,DWV PRECUTS
0001-MIDSOUTH,2024-06-01,26447.0,DWV PRECUTS
0001-MIDSOUTH,2024-07-01,20830.0,DWV PRECUTS
0001-MIDSOUTH,2024-08-01,19820.0,DWV PRECUTS
0001-MIDSOUTH,2024-09-01,25059.0,DWV PRECUTS
0001-MIDSOUTH,2024-10-01,20343.0,DWV PRECUTS
0001-MIDSOUTH,2024-11-01,18390.0,DWV PRECUTS
0001-MIDSOUTH,2024-12-01,26460.0,DWV PRECUTS
0001-MIDSOUTH,2025-01-01,21012.0,DWV PRECUTS
0001-MIDSOUTH,2025-02-01,21547.0,DWV PRECUTS
0001-MIDSOUTH,2025-03-01,27715.0,DWV PRECUTS
0001-MIDSOUTH,2025-04-01,22154.0,DWV PRECUTS
0001-MIDSOUTH,2025-05-01,21683.0,DWV PRECUTS
0001-MIDSOUTH,2025-06-01,27021.0,DWV PRECUTS
0001-MIDSOUTH,2025-07-01,20397.0,DWV PRECUTS
0001-MIDSOUTH,2025-08-01,19716.0,DWV PRECUTS
0001-MIDSOUTH,2025-09-01,24195.0,DWV PRECUTS
0001-MIDSOUTH,2025-10-01,18377.0,DWV PRECUTS
0001-MIDSOUTH,2025-11-01,16779.0,DWV PRECUTS
0001-MIDSOUTH,2025-12-01,20801.0,DWV PRECUTS
0001-MIDSOUTH,2026-01-01,20023.0,DWV PRECUTS
0001-MIDSOUTH,2026-02-01,21672.0,DWV PRECUTS
0001-MIDSOUTH,2026-03-01,2462.0,DWV PRECUTS
0001-MIDSOUTH,2023-01-01,13841.0,PVC PRECUTS
0001-MIDSOUTH,2023-02-01,15367.0,PVC PRECUTS
0001-MIDSOUTH,2023-03-01,21647.0,PVC PRECUTS
0001-MIDSOUTH,2023-04-01,19410.0,PVC PRECUTS
0001-MIDSOUTH,2023-05-01,19005.0,PVC PRECUTS
0001-MIDSOUTH,2023-06-01,23138.0,PVC PRECUTS
0001-MIDSOUTH,2023-07-01,18014.0,PVC PRECUTS
0001-MIDSOUTH,2023-08-01,16456.0,PVC PRECUTS
0001-MIDSOUTH,2023-09-01,19436.0,PVC PRECUTS
0001-MIDSOUTH,2023-10-01,12616.0,PVC PRECUTS
0001-MIDSOUTH,2023-11-01,11896.0,PVC PRECUTS
0001-MIDSOUTH,2023-12-01,19976.0,PVC PRECUTS
0001-MIDSOUTH,2024-01-01,15310.0,PVC PRECUTS
0001-MIDSOUTH,2024-02-01,15257.0,PVC PRECUTS
0001-MIDSOUTH,2024-03-01,22422.0,PVC PRECUTS
0001-MIDSOUTH,2024-04-01,18677.0,PVC PRECUTS
0001-MIDSOUTH,2024-05-01,20374.0,PVC PRECUTS
0001-MIDSOUTH,2024-06-01,24227.0,PVC PRECUTS
0001-MIDSOUTH,2024-07-01,18290.0,PVC PRECUTS
0001-MIDSOUTH,2024-08-01,16367.0,PVC PRECUTS
0001-MIDSOUTH,2024-09-01,19903.0,PVC PRECUTS
0001-MIDSOUTH,2024-10-01,13218.0,PVC PRECUTS
0001-MIDSOUTH,2024-11-01,11974.0,PVC PRECUTS
0001-MIDSOUTH,2024-12-01,20114.0,PVC PRECUTS
0001-MIDSOUTH,2025-01-01,14668.0,PVC PRECUTS
0001-MIDSOUTH,2025-02-01,16025.0,PVC PRECUTS
0001-MIDSOUTH,2025-03-01,22546.0,PVC PRECUTS
0001-MIDSOUTH,2025-04-01,17193.0,PVC PRECUTS
0001-MIDSOUTH,2025-05-01,18273.0,PVC PRECUTS
0001-MIDSOUTH,2025-06-01,24251.0,PVC PRECUTS
0001-MIDSOUTH,2025-07-01,17316.0,PVC PRECUTS
0001-MIDSOUTH,2025-08-01,15739.0,PVC PRECUTS
0001-MIDSOUTH,2025-09-01,17468.0,PVC PRECUTS
0001-MIDSOUTH,2025-10-01,12202.0,PVC PRECUTS
0001-MIDSOUTH,2025-11-01,11131.0,PVC PRECUTS
0001-MIDSOUTH,2025-12-01,15418.0,PVC PRECUTS
0001-MIDSOUTH,2026-01-01,15382.0,PVC PRECUTS
0001-MIDSOUTH,2026-02-01,16975.0,PVC PRECUTS
0001-MIDSOUTH,2026-03-01,1969.0,PVC PRECUTS
0001-MIDSOUTH,2023-02-01,-1.0,ABS PRECUTS
0001-MIDSOUTH,2023-03-01,-2.0,ABS PRECUTS
0001-MIDSOUTH,2023-04-01,-1.0,ABS PRECUTS
0001-MIDSOUTH,2023-09-01,-2.0,ABS PRECUTS
0001-MIDSOUTH,2023-12-01,-2.0,ABS PRECUTS
0001-MIDSOUTH,2024-01-01,-1.0,ABS PRECUTS
0001-MIDSOUTH,2024-03-01,-1.0,ABS PRECUTS
0001-MIDSOUTH,2024-04-01,-1.0,ABS PRECUTS
0001-MIDSOUTH,2024-05-01,-2.0,ABS PRECUTS
0001-MIDSOUTH,2024-06-01,-4.0,ABS PRECUTS
0001-MIDSOUTH,2024-07-01,-4.0,ABS PRECUTS
0001-MIDSOUTH,2024-08-01,-2.0,ABS PRECUTS
0001-MIDSOUTH,2024-09-01,-1.0,ABS PRECUTS
0001-MIDSOUTH,2024-12-01,-1.0,ABS PRECUTS
0001-MIDSOUTH,2025-01-01,-2.0,ABS PRECUTS
0001-MIDSOUTH,2025-02-01,-2.0,ABS PRECUTS
0001-MIDSOUTH,2025-03-01,-1.0,ABS PRECUTS
0001-MIDSOUTH,2025-04-01,-1.0,ABS PRECUTS
0001-MIDSOUTH,2025-05-01,-2.0,ABS PRECUTS
0001-MIDSOUTH,2025-06-01,-1.0,ABS PRECUTS
0001-MIDSOUTH,2025-07-01,-2.0,ABS PRECUTS
0001-MIDSOUTH,2025-10-01,-38.0,ABS PRECUTS
0001-MIDSOUTH,2025-12-01,-1.0,ABS PRECUTS
0001-MIDSOUTH,2023-02-01,495.0,S/O PIPE & FITTINGS
0001-MIDSOUTH,2023-03-01,0.0,S/O PIPE & FITTINGS
0001-MIDSOUTH,2024-08-01,1.0,S/O PIPE & FITTINGS
0001-MIDSOUTH,2025-01-01,50.0,S/O PIPE & FITTINGS
0001-MIDSOUTH,2025-02-01,-50.0,S/O PIPE & FITTINGS
0001-MIDSOUTH,2025-09-01,0.0,S/O PIPE & FITTINGS
0005-PACIFIC NORTH,2023-01-01,-1.0,PVC PIPE
0005-PACIFIC NORTH,2023-09-01,-1.0,PVC PIPE
0005-PACIFIC NORTH,2024-07-01,-6.0,PVC PIPE
0005-PACIFIC NORTH,2024-09-01,-1.0,PVC PIPE
0005-PACIFIC NORTH,2024-12-01,-3.0,PVC PIPE
0005-PACIFIC NORTH,2025-03-01,-1.0,PVC PIPE
0005-PACIFIC NORTH,2025-04-01,1.0,PVC PIPE
0005-PACIFIC NORTH,2025-05-01,2.0,PVC PIPE
0005-PACIFIC NORTH,2026-01-01,-9.0,PVC PIPE
0005-PACIFIC NORTH,2026-02-01,-2.0,PVC PIPE
0005-PACIFIC NORTH,2023-01-01,13816.0,PVC FITTINGS
0005-PACIFIC NORTH,2023-02-01,13361.0,PVC FITTINGS
0005-PACIFIC NORTH,2023-03-01,33003.0,PVC FITTINGS
0005-PACIFIC NORTH,2023-04-01,33458.0,PVC FITTINGS
0005-PACIFIC NORTH,2023-05-01,31903.0,PVC FITTINGS
0005-PACIFIC NORTH,2023-06-01,37333.0,PVC FITTINGS
0005-PACIFIC NORTH,2023-07-01,24488.0,PVC FITTINGS
0005-PACIFIC NORTH,2023-08-01,22626.0,PVC FITTINGS
0005-PACIFIC NORTH,2023-09-01,26218.0,PVC FITTINGS
